"Date.as.of","Start.Date","End.Date","State","County.name","FIPS.County.Code","Urban.Rural.Code","Deaths.involving.COVID.19","Deaths.from.All.Causes","Footnote"
"12/08/2021","01/01/2020","12/04/2021","CO","Gunnison County",8051,"Noncore",NA,173,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Huerfano County",8055,"Noncore",18,233,""
"12/08/2021","01/01/2020","12/04/2021","CO","Jefferson County",8059,"Large fringe metro",1027,10278,""
"12/08/2021","01/01/2020","12/04/2021","CO","Kit Carson County",8063,"Noncore",NA,136,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Lake County",8065,"Noncore",NA,63,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","La Plata County",8067,"Micropolitan",99,908,""
"12/08/2021","01/01/2020","12/04/2021","CO","Larimer County",8069,"Medium metro",530,5776,""
"12/08/2021","01/01/2020","12/04/2021","CO","Las Animas County",8071,"Noncore",NA,301,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Lincoln County",8073,"Noncore",NA,121,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Logan County",8075,"Micropolitan",71,430,""
"12/08/2021","01/01/2020","12/04/2021","CO","Mesa County",8077,"Small metro",489,4074,""
"12/08/2021","01/01/2020","12/04/2021","CO","Mineral County",8079,"Noncore",NA,19,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Moffat County",8081,"Micropolitan",37,247,""
"12/08/2021","01/01/2020","12/04/2021","CO","Montezuma County",8083,"Noncore",16,507,""
"12/08/2021","01/01/2020","12/04/2021","CO","Montrose County",8085,"Micropolitan",118,936,""
"12/08/2021","01/01/2020","12/04/2021","CO","Morgan County",8087,"Micropolitan",83,507,""
"12/08/2021","01/01/2020","12/04/2021","CO","Otero County",8089,"Noncore",52,399,""
"12/08/2021","01/01/2020","12/04/2021","CO","Park County",8093,"Large fringe metro",NA,145,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Phillips County",8095,"Noncore",NA,121,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Pitkin County",8097,"Micropolitan",NA,117,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Prowers County",8099,"Noncore",22,234,""
"12/08/2021","01/01/2020","12/04/2021","CO","Pueblo County",8101,"Small metro",619,4674,""
"12/08/2021","01/01/2020","12/04/2021","CO","Rio Blanco County",8103,"Noncore",NA,109,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Rio Grande County",8105,"Noncore",11,239,""
"12/08/2021","01/01/2020","12/04/2021","CO","Routt County",8107,"Micropolitan",19,237,""
"12/08/2021","01/01/2020","12/04/2021","CO","Saguache County",8109,"Noncore",NA,87,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","San Miguel County",8113,"Noncore",NA,52,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Sedgwick County",8115,"Noncore",NA,54,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Summit County",8117,"Micropolitan",NA,156,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Teller County",8119,"Medium metro",20,309,""
"12/08/2021","01/01/2020","12/04/2021","CO","Washington County",8121,"Noncore",NA,82,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Weld County",8123,"Medium metro",448,3766,""
"12/08/2021","01/01/2020","12/04/2021","CO","Yuma County",8125,"Noncore",15,171,""
"12/08/2021","01/01/2020","12/04/2021","CT","Fairfield County",9001,"Medium metro",2403,15033,""
"12/08/2021","01/01/2020","12/04/2021","CT","Hartford County",9003,"Large central metro",2752,18817,""
"12/08/2021","01/01/2020","12/04/2021","CT","Litchfield County",9005,"Micropolitan",246,2979,""
"12/08/2021","01/01/2020","12/04/2021","CT","Middlesex County",9007,"Large fringe metro",405,2926,""
"12/08/2021","01/01/2020","12/04/2021","CT","New Haven County",9009,"Medium metro",2380,18100,""
"12/08/2021","01/01/2020","12/04/2021","CT","New London County",9011,"Medium metro",479,4881,""
"12/08/2021","01/01/2020","12/04/2021","CT","Tolland County",9013,"Large fringe metro",104,1458,""
"12/08/2021","01/01/2020","12/04/2021","CT","Windham County",9015,"Medium metro",158,1851,""
"12/08/2021","01/01/2020","12/04/2021","DC","District of Columbia",11001,"Large central metro",1632,13640,""
"12/08/2021","01/01/2020","12/04/2021","DE","Kent County",10001,"Small metro",415,4013,""
"12/08/2021","01/01/2020","12/04/2021","DE","New Castle County",10003,"Large fringe metro",1109,11322,""
"12/08/2021","01/01/2020","12/04/2021","DE","Sussex County",10005,"Medium metro",636,5430,""
"12/08/2021","01/01/2020","12/04/2021","FL","Alachua County",12001,"Medium metro",1248,8217,""
"12/08/2021","01/01/2020","12/04/2021","FL","Baker County",12003,"Large fringe metro",18,364,""
"12/08/2021","01/01/2020","12/04/2021","FL","Bay County",12005,"Small metro",717,4709,""
"12/08/2021","01/01/2020","12/04/2021","FL","Bradford County",12007,"Noncore",17,359,""
"12/08/2021","01/01/2020","12/04/2021","FL","Brevard County",12009,"Medium metro",1711,16625,""
"12/08/2021","01/01/2020","12/04/2021","FL","Broward County",12011,"Large fringe metro",4895,35139,""
"12/08/2021","01/01/2020","12/04/2021","FL","Calhoun County",12013,"Noncore",24,359,""
"12/08/2021","01/01/2020","12/04/2021","FL","Charlotte County",12015,"Small metro",593,6301,""
"12/08/2021","01/01/2020","12/04/2021","FL","Citrus County",12017,"Small metro",690,6021,""
"12/08/2021","01/01/2020","12/04/2021","FL","Clay County",12019,"Large fringe metro",744,5203,""
"12/08/2021","01/01/2020","12/04/2021","FL","Collier County",12021,"Medium metro",952,8252,""
"12/08/2021","01/01/2020","12/04/2021","FL","Columbia County",12023,"Micropolitan",328,2308,""
"12/08/2021","01/01/2020","12/04/2021","FL","DeSoto County",12027,"Micropolitan",48,648,""
"12/08/2021","01/01/2020","12/04/2021","FL","Dixie County",12029,"Noncore",NA,230,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Duval County",12031,"Large central metro",3325,23573,""
"12/08/2021","01/01/2020","12/04/2021","FL","Escambia County",12033,"Medium metro",1428,10862,""
"12/08/2021","01/01/2020","12/04/2021","FL","Flagler County",12035,"Medium metro",274,3133,""
"12/08/2021","01/01/2020","12/04/2021","FL","Franklin County",12037,"Noncore",NA,210,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Gadsden County",12039,"Medium metro",26,628,""
"12/08/2021","01/01/2020","12/04/2021","FL","Gilchrist County",12041,"Medium metro",NA,273,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Glades County",12043,"Noncore",NA,135,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Gulf County",12045,"Small metro",11,299,""
"12/08/2021","01/01/2020","12/04/2021","FL","Hamilton County",12047,"Noncore",NA,173,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Hardee County",12049,"Micropolitan",13,315,""
"12/08/2021","01/01/2020","12/04/2021","FL","Hendry County",12051,"Micropolitan",44,459,""
"12/08/2021","01/01/2020","12/04/2021","FL","Hernando County",12053,"Large fringe metro",865,6519,""
"12/08/2021","01/01/2020","12/04/2021","FL","Highlands County",12055,"Small metro",559,4034,""
"12/08/2021","01/01/2020","12/04/2021","FL","Hillsborough County",12057,"Large central metro",3192,27654,""
"12/08/2021","01/01/2020","12/04/2021","FL","Holmes County",12059,"Noncore",40,534,""
"12/08/2021","01/01/2020","12/04/2021","FL","Indian River County",12061,"Small metro",471,4809,""
"12/08/2021","01/01/2020","12/04/2021","FL","Jackson County",12063,"Noncore",147,1204,""
"12/08/2021","01/01/2020","12/04/2021","FL","Jefferson County",12065,"Medium metro",10,239,""
"12/08/2021","01/01/2020","12/04/2021","FL","Lafayette County",12067,"Noncore",11,118,""
"12/08/2021","01/01/2020","12/04/2021","FL","Lake County",12069,"Large fringe metro",1146,9681,""
"12/08/2021","01/01/2020","12/04/2021","FL","Lee County",12071,"Medium metro",1750,17040,""
"12/08/2021","01/01/2020","12/04/2021","FL","Leon County",12073,"Medium metro",1019,6899,""
"12/08/2021","01/01/2020","12/04/2021","FL","Levy County",12075,"Noncore",33,856,""
"12/08/2021","01/01/2020","12/04/2021","FL","Liberty County",12077,"Noncore",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","FL","Madison County",12079,"Noncore",22,356,""
"12/08/2021","01/01/2020","12/04/2021","FL","Manatee County",12081,"Medium metro",1132,9808,""
"12/08/2021","01/01/2020","12/04/2021","FL","Marion County",12083,"Medium metro",1626,12018,""
"12/08/2021","01/01/2020","12/04/2021","FL","Martin County",12085,"Medium metro",602,4565,""
"12/08/2021","01/01/2020","12/04/2021","FL","Miami-Dade County",12086,"Large central metro",8353,50482,""
"12/08/2021","01/01/2020","12/04/2021","FL","Monroe County",12087,"Micropolitan",45,1107,""
"12/08/2021","01/01/2020","12/04/2021","FL","Nassau County",12089,"Large fringe metro",100,1519,""
"12/08/2021","01/01/2020","12/04/2021","FL","Okaloosa County",12091,"Small metro",555,4469,""
"12/08/2021","01/01/2020","12/04/2021","FL","Okeechobee County",12093,"Micropolitan",114,928,""
"12/08/2021","01/01/2020","12/04/2021","FL","Orange County",12095,"Large central metro",2773,23002,""
"12/08/2021","01/01/2020","12/04/2021","FL","Osceola County",12097,"Large fringe metro",972,6155,""
"12/08/2021","01/01/2020","12/04/2021","FL","Palm Beach County",12099,"Large fringe metro",4388,34691,""
"12/08/2021","01/01/2020","12/04/2021","FL","Pasco County",12101,"Large fringe metro",1471,14114,""
"12/08/2021","01/01/2020","12/04/2021","FL","Pinellas County",12103,"Large central metro",2586,27602,""
"12/08/2021","01/01/2020","12/04/2021","FL","Polk County",12105,"Medium metro",2204,16415,""
"12/08/2021","01/01/2020","12/04/2021","FL","Putnam County",12107,"Micropolitan",249,1962,""
"12/08/2021","01/01/2020","12/04/2021","FL","St. Johns County",12109,"Large fringe metro",241,3717,""
"12/08/2021","01/01/2020","12/04/2021","FL","St. Lucie County",12111,"Medium metro",765,7558,""
"12/08/2021","01/01/2020","12/04/2021","FL","Santa Rosa County",12113,"Medium metro",263,2557,""
"12/08/2021","01/01/2020","12/04/2021","FL","Sarasota County",12115,"Medium metro",1478,13319,""
"12/08/2021","01/01/2020","12/04/2021","FL","Seminole County",12117,"Large fringe metro",697,7494,""
"12/08/2021","01/01/2020","12/04/2021","FL","Sumter County",12119,"Small metro",463,4991,""
"12/08/2021","01/01/2020","12/04/2021","FL","Suwannee County",12121,"Noncore",44,724,""
"12/08/2021","01/01/2020","12/04/2021","FL","Taylor County",12123,"Noncore",28,379,""
"12/08/2021","01/01/2020","12/04/2021","FL","Union County",12125,"Noncore",32,245,""
"12/08/2021","01/01/2020","12/04/2021","FL","Volusia County",12127,"Medium metro",1618,16752,""
"12/08/2021","01/01/2020","12/04/2021","FL","Wakulla County",12129,"Medium metro",16,431,""
"12/08/2021","01/01/2020","12/04/2021","FL","Walton County",12131,"Small metro",165,1438,""
"12/08/2021","01/01/2020","12/04/2021","FL","Washington County",12133,"Noncore",66,565,""
"12/08/2021","01/01/2020","12/04/2021","GA","Appling County",13001,"Noncore",56,309,""
"12/08/2021","01/01/2020","12/04/2021","GA","Atkinson County",13003,"Noncore",NA,104,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Bacon County",13005,"Noncore",73,308,""
"12/08/2021","01/01/2020","12/04/2021","GA","Baker County",13007,"Small metro",NA,43,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Baldwin County",13009,"Micropolitan",175,1041,""
"12/08/2021","01/01/2020","12/04/2021","GA","Banks County",13011,"Noncore",NA,210,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Barrow County",13013,"Large fringe metro",51,891,""
"12/08/2021","01/01/2020","12/04/2021","GA","Bartow County",13015,"Large fringe metro",269,2276,""
"12/08/2021","01/01/2020","12/04/2021","GA","Ben Hill County",13017,"Micropolitan",84,441,""
"12/08/2021","01/01/2020","12/04/2021","GA","Berrien County",13019,"Noncore",16,322,""
"12/08/2021","01/01/2020","12/04/2021","GA","Bibb County",13021,"Small metro",1003,6389,""
"12/08/2021","01/01/2020","12/04/2021","GA","Bleckley County",13023,"Noncore",33,229,""
"12/08/2021","01/01/2020","12/04/2021","GA","Brantley County",13025,"Small metro",12,243,""
"12/08/2021","01/01/2020","12/04/2021","GA","Brooks County",13027,"Small metro",17,358,""
"12/08/2021","01/01/2020","12/04/2021","GA","Bryan County",13029,"Medium metro",NA,340,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Bulloch County",13031,"Micropolitan",233,1504,""
"12/08/2021","01/01/2020","12/04/2021","GA","Burke County",13033,"Medium metro",27,384,""
"12/08/2021","01/01/2020","12/04/2021","GA","Butts County",13035,"Large fringe metro",38,483,""
"12/08/2021","01/01/2020","12/04/2021","GA","Calhoun County",13037,"Noncore",NA,72,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Camden County",13039,"Micropolitan",58,589,""
"12/08/2021","01/01/2020","12/04/2021","GA","Candler County",13043,"Noncore",66,334,""
"12/08/2021","01/01/2020","12/04/2021","GA","Carroll County",13045,"Large fringe metro",512,3014,""
"12/08/2021","01/01/2020","12/04/2021","GA","Catoosa County",13047,"Medium metro",73,1167,""
"12/08/2021","01/01/2020","12/04/2021","GA","Charlton County",13049,"Noncore",NA,161,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Chatham County",13051,"Medium metro",1092,8060,""
"12/08/2021","01/01/2020","12/04/2021","GA","Chattahoochee County",13053,"Medium metro",NA,43,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","GA","Chattooga County",13055,"Micropolitan",12,397,""
"12/08/2021","01/01/2020","12/04/2021","GA","Cherokee County",13057,"Large fringe metro",338,3168,""
"12/08/2021","01/01/2020","12/04/2021","GA","Clarke County",13059,"Small metro",603,3709,""
"12/08/2021","01/01/2020","12/04/2021","GA","Clay County",13061,"Noncore",NA,63,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
